,Name,Team number,Team,Team games,Played,Creativity per fixture,Creativity per game,Creativity GW29,Creativity GW28,Creativity GW27,Creativity GW26,Creativity GW25,Creativity GW24*,Creativity GW24,Creativity GW23,Creativity GW22,Creativity GW21,Creativity GW20,Creativity GW19,Creativity GW18,Creativity GW17,Creativity GW16,Creativity GW15,Creativity GW14,Creativity GW13,Creativity GW12,Creativity GW11,Creativity GW10,Creativity GW9,Creativity GW8,Creativity GW7,Creativity GW6,Creativity GW5,Creativity GW4,Creativity GW3,Creativity GW2,Creativity GW1
349,Nick Pope,5,Burnley,29,29,1.0448275862068965,1.0448275862068965,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.0
350,Charlie Daniels,3,Bournemouth,29,2,1.0206896551724138,14.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0
351,Shane Duffy,4,Brighton,29,15,1.013793103448276,1.9600000000000002,0.0,0.0,10.0,5.0,0.0,,0.0,0.0,10.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.8,0.2
352,Edward Nketiah,1,Arsenal,28,5,1.0071428571428573,5.640000000000001,11.2,,1.8,4.8,0.1,,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Danny Welbeck,18,Watford,29,9,0.9862068965517241,3.1777777777777776,0.3,0.0,0.0,0.3,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.3,13.8,0.0,0.0,0.0,10.4,0.8,0.0
354,Henri Lansbury,2,Aston Villa,28,9,0.9714285714285713,3.0222222222222217,0.0,,0.0,0.0,0.0,,0.0,0.0,0.4,0.0,2.8,0.0,0.0,2.0,0.0,0.0,0.0,0.5,20.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.0,0.0
355,Gaëtan Bong,4,Brighton,29,4,0.9620689655172414,6.9750000000000005,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.6,0.8,0.0,0.0,0.0,0.0,0.0
356,Dejan Lovren,10,Liverpool,29,9,0.9620689655172414,3.1,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,13.0,0.5,2.1,0.4,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,James Tomkins,7,Crystal Palace,29,18,0.9551724137931036,1.538888888888889,0.0,0.0,0.0,0.2,0.6,,0.0,0.2,0.3,1.3,0.0,0.3,0.2,10.4,0.0,0.1,3.0,10.5,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Daniel Castelo Podence,20,Wolves,29,4,0.9482758620689655,6.875,12.1,0.0,0.0,0.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,
359,Max Meyer,7,Crystal Palace,29,13,0.9448275862068967,2.1076923076923078,0.0,0.0,0.0,0.3,1.9,,0.4,0.0,1.1,2.1,1.6,15.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.6,1.0
360,Ben Osborn,15,Sheffield Utd,28,7,0.9321428571428572,3.7285714285714286,0.8,,3.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0
361,Gedson Carvalho Fernandes,17,Spurs,29,4,0.9310344827586207,6.75,0.0,15.3,0.0,0.0,0.0,,0.9,10.8,,,,,,,,,,,,,,,,,,,,,,
362,Davinson Sánchez,17,Spurs,29,22,0.9206896551724137,1.2136363636363636,0.6,1.1,1.6,0.1,0.0,,0.0,0.0,0.3,0.0,0.6,0.8,1.6,0.1,0.1,1.5,1.7,0.3,0.3,0.1,0.3,1.1,0.0,0.0,0.0,0.0,1.1,1.6,0.0,11.8
363,Billy Gilmour,6,Chelsea,29,3,0.906896551724138,8.766666666666667,13.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,,
364,Kevin Danso,16,Southampton,29,6,0.8965517241379312,4.333333333333334,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,11.3,0.0,0.0,0.0,0.5,0.0,12.3,1.6,0.0,
365,Andrew Surman,3,Bournemouth,29,5,0.8793103448275862,5.1,0.0,0.0,21.7,1.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.4,0.0
366,Angel Gomes,12,Man Utd,29,2,0.8551724137931035,12.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
367,Josip Drmic,14,Norwich,29,14,0.8379310344827589,1.7357142857142862,4.3,0.3,11.3,0.3,0.0,,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.3,0.1,3.1,0.3,2.1,0.0,0.0,0.3
368,Christian Kabasele,18,Watford,29,19,0.8241379310344827,1.2578947368421052,0.3,10.0,0.1,0.1,0.1,,0.0,0.0,0.0,0.1,0.2,0.1,10.3,0.0,0.3,0.0,0.0,0.0,0.4,0.8,0.6,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Albian Ajeti,19,West Ham,29,8,0.7896551724137931,2.8625000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Muhamed Bešić,15,Sheffield Utd,28,9,0.7678571428571429,2.388888888888889,0.0,,0.0,0.0,0.0,,3.1,0.3,1.6,0.4,4.0,0.0,0.0,0.7,10.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Kortney Hause,2,Aston Villa,28,11,0.7571428571428572,1.9272727272727275,0.0,,0.2,0.3,11.3,,2.0,0.9,0.3,0.5,1.1,0.3,1.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Daniel Drinkwater,2,Aston Villa,28,5,0.7571428571428571,4.24,0.0,,0.0,13.4,0.0,,3.6,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Angelo Ogbonna,19,West Ham,29,24,0.7482758620689655,0.9041666666666667,0.3,0.1,0.0,0.4,0.3,0.0,3.0,0.4,0.5,0.5,0.0,0.4,,0.6,0.3,0.6,0.2,0.3,0.0,0.0,0.0,10.1,1.1,0.7,0.4,0.6,0.4,0.0,0.5,0.0
374,Brandon Pierrick,7,Crystal Palace,29,1,0.7241379310344828,21.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
375,Joel Matip,10,Liverpool,29,8,0.7206896551724139,2.6125000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.0,0.3,3.9,0.8,11.3,1.3,0.0
376,Ben Godfrey,14,Norwich,29,21,0.7172413793103448,0.9904761904761905,0.6,0.3,2.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,0.0,3.3,0.9,1.1,0.3,0.3,3.8,0.9,0.4,0.2,0.5,2.3,0.4,0.0,1.4,0.4,0.3,0.1
377,Ibrahim Amadou,14,Norwich,29,11,0.6310344827586207,1.6636363636363638,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,16.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.9,0.0,0.3,0.0,0.0,0.0
378,Fabián Balbuena,19,West Ham,29,13,0.6275862068965516,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.1,,0.0,0.6,3.3,10.2,0.0,0.3,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
379,Japhet Tanganga,17,Spurs,29,6,0.5931034482758621,2.866666666666667,11.4,0.3,2.0,0.0,1.3,,0.0,1.9,0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
380,Chris Mepham,3,Bournemouth,29,11,0.5689655172413793,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.8,10.7,0.7,0.1,0.3,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.0,1.2
381,Jamaal Lascelles,13,Newcastle,29,19,0.5620689655172414,0.8578947368421053,1.7,0.2,0.5,0.2,0.0,,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,0.6,0.0,11.4,0.0,0.1,0.4
382,Shkodran Mustafi,1,Arsenal,28,8,0.5499999999999999,1.9249999999999998,0.0,,0.8,1.4,0.3,,10.5,1.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Christoph Zimmermann,14,Norwich,29,15,0.5344827586206897,1.0333333333333334,0.0,0.0,0.0,0.1,1.1,,0.3,0.1,0.2,0.1,0.3,1.5,0.5,0.2,10.3,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Yoshinori Muto,13,Newcastle,29,7,0.5206896551724138,2.1571428571428575,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,1.0,0.0,1.5,0.0
385,Ciaran Clark,13,Newcastle,29,14,0.5137931034482758,1.0642857142857143,0.0,0.0,0.0,0.3,0.8,,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.1,10.7,1.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Isaac Success Ajayi,18,Watford,29,5,0.46896551724137936,2.72,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0
387,Tomas Soucek,19,West Ham,29,4,0.4689655172413793,3.4,0.3,0.0,0.4,0.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,Mamadou Sakho,7,Crystal Palace,29,8,0.45517241379310347,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.1,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,10.3,0.1,0.0,0.0,0.0
389,John Egan,15,Sheffield Utd,28,27,0.45,0.4666666666666667,0.3,,1.4,0.8,0.3,,0.1,0.6,0.3,0.2,0.3,0.7,0.2,0.8,0.2,2.9,0.3,0.0,0.2,0.0,0.0,0.2,0.4,0.3,0.1,0.7,0.3,0.7,0.0,0.3
390,Jack Simpson,3,Bournemouth,29,4,0.4379310344827586,3.175,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Jonathan Kodjia,2,Aston Villa,28,6,0.43571428571428567,2.033333333333333,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.6,0.0,10.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Florian Lejeune,13,Newcastle,29,6,0.43448275862068964,2.1,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.1,0.6,10.1,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Juan Foyth,17,Spurs,29,4,0.43103448275862066,3.125,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Emil Krafth,13,Newcastle,29,11,0.4172413793103449,1.1,0.0,0.0,0.0,0.0,0.0,,1.2,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,4.3,1.4,0.8,1.4,0.0
395,Odion Ighalo,12,Man Utd,29,4,0.39999999999999997,2.9,0.1,11.3,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Florin Andone,4,Brighton,29,3,0.3896551724137931,3.766666666666667,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.5,0.5
397,José Reina,2,Aston Villa,28,6,0.35714285714285715,1.6666666666666667,0.0,,10.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
398,William Smallbone,16,Southampton,29,2,0.3551724137931035,5.15,0.0,7.5,2.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
399,Ben Foster,18,Watford,29,29,0.3482758620689655,0.3482758620689655,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
400,Alex McCarthy,16,Southampton,29,19,0.3448275862068966,0.5263157894736842,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Paulo Gazzaniga,17,Spurs,29,18,0.3448275862068966,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Aaron Ramsdale,3,Bournemouth,29,28,0.3448275862068966,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
403,Alisson Ramses Becker,10,Liverpool,29,20,0.3448275862068966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Kasper Schmeichel,9,Leicester,29,29,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
405,Takumi Minamino,10,Liverpool,29,3,0.3,2.9,0.0,1.4,0.0,0.0,0.0,0.0,7.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
406,Jeremy Ngakia,19,West Ham,29,4,0.29310344827586204,2.125,0.2,0.1,4.6,0.0,0.0,3.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
407,Ezequiel Schelotto,4,Brighton,29,7,0.27241379310344827,1.1285714285714286,0.0,0.0,1.1,2.8,1.3,,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,0.1,0.0,0.0,0.0,,,,,,
408,Anthony Gordon,8,Everton,29,2,0.25862068965517243,3.75,0.1,0.0,0.0,0.0,0.0,,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
409,Jesús Vallejo Lázaro,20,Wolves,29,2,0.2413793103448276,3.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0
410,Sander Berge,15,Sheffield Utd,28,4,0.23214285714285712,1.6249999999999998,0.3,,2.8,2.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
411,Emile Smith Rowe,1,Arsenal,28,2,0.225,3.15,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,,,,,,,,,,,,,,,,
412,Jack Wilshere,19,West Ham,29,6,0.22413793103448276,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.3,0.8,0.0,0.0,0.0,1.8,2.1
413,Jean-Philippe Gbamin,8,Everton,29,2,0.21724137931034482,3.15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.6
414,Axel Tuanzebe,12,Man Utd,29,5,0.21379310344827585,1.2399999999999998,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0
415,Eric Garcia,11,Man City,28,6,0.1964285714285714,0.9166666666666665,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.8,2.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,,
416,Jordon Ibe,3,Bournemouth,29,2,0.18620689655172412,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.3,0.0,0.0
417,Phil Jagielka,15,Sheffield Utd,28,4,0.16785714285714287,1.175,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,José Diogo Dalot Teixeira,12,Man Utd,29,4,0.1482758620689655,1.075,0.0,0.0,0.0,0.0,0.8,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Nathan Holland,19,West Ham,29,2,0.13103448275862067,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.8,,,,,,,,,,,,,,
420,Carlos Sánchez,19,West Ham,29,6,0.1275862068965517,0.6166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.1,0.0
421,Maya Yoshida,16,Southampton,29,8,0.1275862068965517,0.46249999999999997,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,1.8,0.0,0.4,0.4,0.0,0.3,0.0
422,Grant Hanley,14,Norwich,29,15,0.12413793103448276,0.24000000000000002,0.6,0.1,0.4,0.1,0.4,,0.2,0.0,0.4,0.5,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0
423,Curtis Jones,10,Liverpool,29,2,0.1206896551724138,1.75,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.8,,,,,,,,,,,,,,,
424,Dennis Srbeny,14,Norwich,29,8,0.11724137931034483,0.425,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
425,Ederson Santana de Moraes,11,Man City,28,25,0.10714285714285714,0.12,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Phil Jones,12,Man Utd,29,2,0.10344827586206896,1.5,0.0,0.0,0.0,0.0,0.0,,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Jordan Pickford,8,Everton,29,29,0.10344827586206896,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,James Garner,12,Man Utd,29,1,0.09655172413793103,2.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Javier Hernández Balcázar,19,West Ham,29,2,0.07586206896551725,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0
430,Marcos Rojo,12,Man Utd,29,3,0.06551724137931035,0.6333333333333334,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Oumar Niasse,8,Everton,29,3,0.06206896551724138,0.6,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,
432,Borja González Tomás,2,Aston Villa,28,2,0.060714285714285714,0.85,0.0,,1.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Pablo Marí,1,Arsenal,28,1,0.05714285714285715,1.6,1.6,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,Adam Idah,14,Norwich,29,3,0.05172413793103448,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
435,Indiana Vassilev,2,Aston Villa,28,2,0.04642857142857143,0.65,0.0,,0.0,0.0,0.0,,0.5,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
436,Jürgen Locadia,4,Brighton,29,2,0.04482758620689655,0.65,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
437,Max Kilman,20,Wolves,29,3,0.04137931034482759,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Oliver Skipp,17,Spurs,29,4,0.04137931034482759,0.30000000000000004,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
439,Faustino Anjorin,6,Chelsea,29,1,0.041379310344827586,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Tahith Chong,12,Man Utd,29,3,0.03793103448275863,0.3666666666666667,0.0,0.0,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0
441,Dimitri Foulquier,18,Watford,29,3,0.034482758620689655,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,,,,
442,Victor Wanyama,17,Spurs,29,2,0.03103448275862069,0.45,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
443,Ignacio Pussetto,18,Watford,29,6,0.031034482758620686,0.15,0.0,0.0,0.0,0.3,0.3,,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,
444,Alexis Mac Allister,4,Brighton,29,1,0.027586206896551727,0.8,0.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Domingos Quina,18,Watford,29,4,0.027586206896551727,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
