,a,datetime,forecast,goals,h,id,isResult,xG
260,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-02-22 12:30:00,"{'w': '0.8213', 'd': '0.1481', 'l': '0.0306'}","{'h': '2', 'a': '1'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",11906,True,"{'h': '1.78193', 'a': '0.265879'}"
261,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-02-22 15:00:00,"{'w': '0.8231', 'd': '0.1531', 'l': '0.0238'}","{'h': '1', 'a': '0'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",11905,True,"{'h': '1.75552', 'a': '0.164495'}"
262,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-02-22 15:00:00,"{'w': '0.6945', 'd': '0.1712', 'l': '0.1343'}","{'h': '3', 'a': '0'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",11907,True,"{'h': '3.09935', 'a': '1.75718'}"
263,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-02-22 15:00:00,"{'w': '0.9014', 'd': '0.0788', 'l': '0.0198'}","{'h': '2', 'a': '0'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",11908,True,"{'h': '3.02926', 'a': '0.47235'}"
264,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-02-22 15:00:00,"{'w': '0.5221', 'd': '0.2759', 'l': '0.202'}","{'h': '1', 'a': '1'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",11909,True,"{'h': '1.6597', 'a': '1.06035'}"
265,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-02-22 17:30:00,"{'w': '0.054', 'd': '0.1328', 'l': '0.8132'}","{'h': '0', 'a': '1'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",11904,True,"{'h': '0.723269', 'a': '2.42749'}"
266,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-02-23 14:00:00,"{'w': '0.9024', 'd': '0.0808', 'l': '0.0168'}","{'h': '3', 'a': '0'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",11910,True,"{'h': '2.5042', 'a': '0.294956'}"
267,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-02-23 14:00:00,"{'w': '0.9761', 'd': '0.0212', 'l': '0.0027'}","{'h': '3', 'a': '0'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",11912,True,"{'h': '3.25033', 'a': '0.360646'}"
268,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-02-23 16:30:00,"{'w': '0.0959', 'd': '0.1757', 'l': '0.7284'}","{'h': '3', 'a': '2'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",11903,True,"{'h': '1.33567', 'a': '2.65691'}"
269,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-02-24 20:00:00,"{'w': '0.8423', 'd': '0.1185', 'l': '0.0392'}","{'h': '3', 'a': '2'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",11911,True,"{'h': '2.48209', 'a': '0.638236'}"
270,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-02-28 20:00:00,"{'w': '0.1394', 'd': '0.2704', 'l': '0.5902'}","{'h': '1', 'a': '0'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",11919,True,"{'h': '0.591716', 'a': '1.42581'}"
271,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-02-29 12:30:00,"{'w': '0.2966', 'd': '0.2252', 'l': '0.4782'}","{'h': '0', 'a': '1'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",11915,True,"{'h': '1.78712', 'a': '2.17159'}"
272,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-02-29 15:00:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",11913,False,"{'h': None, 'a': None}"
273,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-02-29 15:00:00,"{'w': '0.2643', 'd': '0.2632', 'l': '0.4725'}","{'h': '2', 'a': '2'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",11914,True,"{'h': '1.58495', 'a': '1.98271'}"
274,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-02-29 15:00:00,"{'w': '0.4773', 'd': '0.3307', 'l': '0.192'}","{'h': '0', 'a': '0'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",11918,True,"{'h': '1.11713', 'a': '0.617612'}"
275,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-02-29 15:00:00,"{'w': '0.8335', 'd': '0.1123', 'l': '0.0542'}","{'h': '3', 'a': '1'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",11922,True,"{'h': '2.78682', 'a': '0.868573'}"
276,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-02-29 17:30:00,"{'w': '0.95', 'd': '0.0442', 'l': '0.0058'}","{'h': '3', 'a': '0'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",11921,True,"{'h': '2.71351', 'a': '0.206031'}"
277,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-03-01 14:00:00,"{'w': '0.7023', 'd': '0.1877', 'l': '0.11'}","{'h': '1', 'a': '1'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",11916,True,"{'h': '2.41259', 'a': '1.12561'}"
278,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-03-01 14:00:00,"{'w': '0.1427', 'd': '0.2177', 'l': '0.6396'}","{'h': '2', 'a': '3'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",11920,True,"{'h': '1.63079', 'a': '2.62251'}"
279,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-03-07 12:30:00,"{'w': '0.524', 'd': '0.2751', 'l': '0.2009'}","{'h': '2', 'a': '1'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",11928,True,"{'h': '1.89453', 'a': '1.29544'}"
280,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-03-07 15:00:00,"{'w': '0.3429', 'd': '0.2922', 'l': '0.3649'}","{'h': '1', 'a': '0'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",11923,True,"{'h': '1.55974', 'a': '1.61615'}"
281,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-03-07 15:00:00,"{'w': '0.4571', 'd': '0.3684', 'l': '0.1745'}","{'h': '1', 'a': '0'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",11926,True,"{'h': '0.856107', 'a': '0.449161'}"
282,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-03-07 15:00:00,"{'w': '0.0689', 'd': '0.1609', 'l': '0.7702'}","{'h': '1', 'a': '0'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",11929,True,"{'h': '1.17263', 'a': '2.55449'}"
283,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-03-07 15:00:00,"{'w': '0.0066', 'd': '0.0362', 'l': '0.9572'}","{'h': '0', 'a': '1'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",11930,True,"{'h': '0.348871', 'a': '3.06384'}"
284,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-03-07 15:00:00,"{'w': '0.5107', 'd': '0.3715', 'l': '0.1178'}","{'h': '0', 'a': '0'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",11931,True,"{'h': '0.898221', 'a': '0.308874'}"
285,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-03-07 17:30:00,"{'w': '0.8821', 'd': '0.0881', 'l': '0.0298'}","{'h': '1', 'a': '1'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",11924,True,"{'h': '3.33302', 'a': '1.13669'}"
286,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-03-08 14:00:00,"{'w': '0.7935', 'd': '0.1647', 'l': '0.0418'}","{'h': '4', 'a': '0'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",11925,True,"{'h': '2.02883', 'a': '0.445922'}"
287,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-03-08 16:30:00,"{'w': '0.7359', 'd': '0.2192', 'l': '0.0449'}","{'h': '2', 'a': '0'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",11932,True,"{'h': '1.7389', 'a': '0.585469'}"
288,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-03-09 20:00:00,"{'w': '0.8191', 'd': '0.1377', 'l': '0.0432'}","{'h': '4', 'a': '0'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",11927,True,"{'h': '2.41239', 'a': '0.672448'}"
289,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-03-11 19:30:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",11917,False,"{'h': None, 'a': None}"
290,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-03-14 12:30:00,,"{'h': None, 'a': None}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",11935,False,"{'h': None, 'a': None}"
291,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-03-14 15:00:00,,"{'h': None, 'a': None}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",11937,False,"{'h': None, 'a': None}"
292,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-03-14 15:00:00,,"{'h': None, 'a': None}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",11938,False,"{'h': None, 'a': None}"
293,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-03-14 15:00:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",11939,False,"{'h': None, 'a': None}"
294,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-03-14 15:00:00,,"{'h': None, 'a': None}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",11941,False,"{'h': None, 'a': None}"
295,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-03-14 15:00:00,,"{'h': None, 'a': None}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",11942,False,"{'h': None, 'a': None}"
296,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-03-14 17:30:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",11933,False,"{'h': None, 'a': None}"
297,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-03-15 14:00:00,,"{'h': None, 'a': None}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",11934,False,"{'h': None, 'a': None}"
298,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-03-15 16:30:00,,"{'h': None, 'a': None}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",11936,False,"{'h': None, 'a': None}"
299,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-03-16 20:00:00,,"{'h': None, 'a': None}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",11940,False,"{'h': None, 'a': None}"
300,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-03-20 20:00:00,,"{'h': None, 'a': None}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",11944,False,"{'h': None, 'a': None}"
301,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-03-21 12:30:00,,"{'h': None, 'a': None}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",11946,False,"{'h': None, 'a': None}"
302,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-03-21 15:00:00,,"{'h': None, 'a': None}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",11943,False,"{'h': None, 'a': None}"
303,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-03-21 15:00:00,,"{'h': None, 'a': None}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",11948,False,"{'h': None, 'a': None}"
304,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-03-21 15:00:00,,"{'h': None, 'a': None}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",11949,False,"{'h': None, 'a': None}"
305,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-03-21 17:30:00,,"{'h': None, 'a': None}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",11951,False,"{'h': None, 'a': None}"
306,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-03-22 14:00:00,,"{'h': None, 'a': None}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",11945,False,"{'h': None, 'a': None}"
307,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-03-22 14:00:00,,"{'h': None, 'a': None}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",11947,False,"{'h': None, 'a': None}"
308,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-03-22 15:00:00,,"{'h': None, 'a': None}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",11950,False,"{'h': None, 'a': None}"
309,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-03-22 16:30:00,,"{'h': None, 'a': None}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",11952,False,"{'h': None, 'a': None}"
310,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",11953,False,"{'h': None, 'a': None}"
311,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",11954,False,"{'h': None, 'a': None}"
312,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",11955,False,"{'h': None, 'a': None}"
313,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",11956,False,"{'h': None, 'a': None}"
314,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",11957,False,"{'h': None, 'a': None}"
315,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",11958,False,"{'h': None, 'a': None}"
316,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",11959,False,"{'h': None, 'a': None}"
317,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",11960,False,"{'h': None, 'a': None}"
318,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",11961,False,"{'h': None, 'a': None}"
319,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-04-04 14:00:00,,"{'h': None, 'a': None}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",11962,False,"{'h': None, 'a': None}"
320,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",11963,False,"{'h': None, 'a': None}"
321,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",11964,False,"{'h': None, 'a': None}"
322,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",11965,False,"{'h': None, 'a': None}"
323,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",11966,False,"{'h': None, 'a': None}"
324,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",11967,False,"{'h': None, 'a': None}"
325,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",11968,False,"{'h': None, 'a': None}"
326,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",11969,False,"{'h': None, 'a': None}"
327,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",11970,False,"{'h': None, 'a': None}"
328,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",11971,False,"{'h': None, 'a': None}"
329,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-04-11 14:00:00,,"{'h': None, 'a': None}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",11972,False,"{'h': None, 'a': None}"
330,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",11973,False,"{'h': None, 'a': None}"
331,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",11974,False,"{'h': None, 'a': None}"
332,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",11975,False,"{'h': None, 'a': None}"
333,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",11976,False,"{'h': None, 'a': None}"
334,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",11977,False,"{'h': None, 'a': None}"
335,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",11978,False,"{'h': None, 'a': None}"
336,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",11979,False,"{'h': None, 'a': None}"
337,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",11980,False,"{'h': None, 'a': None}"
338,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",11981,False,"{'h': None, 'a': None}"
339,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-04-18 14:00:00,,"{'h': None, 'a': None}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",11982,False,"{'h': None, 'a': None}"
340,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",11983,False,"{'h': None, 'a': None}"
341,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",11984,False,"{'h': None, 'a': None}"
342,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",11985,False,"{'h': None, 'a': None}"
343,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",11986,False,"{'h': None, 'a': None}"
344,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",11987,False,"{'h': None, 'a': None}"
345,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",11988,False,"{'h': None, 'a': None}"
346,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",11989,False,"{'h': None, 'a': None}"
347,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",11990,False,"{'h': None, 'a': None}"
348,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",11991,False,"{'h': None, 'a': None}"
349,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-04-25 14:00:00,,"{'h': None, 'a': None}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",11992,False,"{'h': None, 'a': None}"
350,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",11993,False,"{'h': None, 'a': None}"
351,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",11994,False,"{'h': None, 'a': None}"
352,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",11995,False,"{'h': None, 'a': None}"
353,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}",11996,False,"{'h': None, 'a': None}"
354,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",11997,False,"{'h': None, 'a': None}"
355,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",11998,False,"{'h': None, 'a': None}"
356,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",11999,False,"{'h': None, 'a': None}"
357,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",12000,False,"{'h': None, 'a': None}"
358,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",12001,False,"{'h': None, 'a': None}"
359,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",2020-05-02 14:00:00,,"{'h': None, 'a': None}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",12002,False,"{'h': None, 'a': None}"
360,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}",12003,False,"{'h': None, 'a': None}"
361,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}",12004,False,"{'h': None, 'a': None}"
362,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}",12005,False,"{'h': None, 'a': None}"
363,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}",12006,False,"{'h': None, 'a': None}"
364,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}",12007,False,"{'h': None, 'a': None}"
365,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}",12008,False,"{'h': None, 'a': None}"
366,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}",12009,False,"{'h': None, 'a': None}"
367,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}",12010,False,"{'h': None, 'a': None}"
368,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}",2020-05-09 14:00:00,,"{'h': None, 'a': None}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}",12011,False,"{'h': None, 'a': None}"
